age,marital,gender,address,income,inccat,car,carcat,ed,employ,retire,empcat,jobsat,reside,wireless,multline,voice,pager,internet,callid,callwait,owntv,ownvcr,owncd,ownpda,ownpc,ownfax,news,response
53,Married,Male,11,335,$75+,68.9,Luxury,College degree,4,No,Less than 5,Somewhat satisfied,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
38,Unmarried,Female,14,48,$25 - $49,23,Standard,Did not complete high school,22,No,More than 15,Highly satisfied,2,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
27,Unmarried,Male,5,45,$25 - $49,21.8,Standard,Post-undergraduate degree,1,No,Less than 5,Highly satisfied,1,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
37,Married,Male,16,39,$25 - $49,19.2,Standard,High school degree,14,No,5 to 15,Somewhat satisfied,4,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
41,Unmarried,Male,15,99,$75+,49.9,Luxury,College degree,16,No,More than 15,Somewhat dissatisfied,1,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
54,Unmarried,Male,23,38,$25 - $49,19.1,Standard,Did not complete high school,13,No,5 to 15,Highly satisfied,1,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
45,Unmarried,Male,10,117,$75+,60.2,Luxury,Some college,11,No,5 to 15,Somewhat satisfied,1,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes
30,Unmarried,Male,11,38,$25 - $49,18.9,Standard,Some college,5,No,5 to 15,Somewhat dissatisfied,4,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
56,Unmarried,Male,30,245,$75+,77.2,Luxury,Some college,25,No,More than 15,Somewhat satisfied,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
53,Unmarried,Male,11,62,$50 - $74,31,Luxury,Post-undergraduate degree,9,No,5 to 15,Highly satisfied,1,Yes,Yes,No,Yes,,No,No,Yes,Yes,Yes,No,Yes,No,No,No
28,Married,Female,6,24,Under $25,11.8,Economy,Some college,2,No,Less than 5,Somewhat dissatisfied,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
61,Unmarried,Male,34,26,$25 - $49,13.2,Economy,High school degree,13,Yes,5 to 15,Highly satisfied,1,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
25,Married,Male,2,23,Under $25,11.5,Economy,Did not complete high school,3,No,Less than 5,Somewhat dissatisfied,7,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
45,Unmarried,Female,22,31,$25 - $49,15.6,Standard,Did not complete high school,1,No,Less than 5,Neutral,3,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes
64,Unmarried,Male,7,172,$75+,85.4,Luxury,High school degree,30,No,More than 15,Somewhat satisfied,1,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
37,Unmarried,Female,1,57,$50 - $74,28.9,Standard,Post-undergraduate degree,1,No,Less than 5,Highly dissatisfied,1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
42,Unmarried,Male,14,17,Under $25,8.5,Economy,High school degree,5,No,5 to 15,Neutral,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
48,Unmarried,Male,12,51,$50 - $74,25,Standard,College degree,0,No,Less than 5,Highly dissatisfied,1,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
42,Unmarried,Male,0,18,Under $25,9,Economy,Did not complete high school,2,No,Less than 5,Somewhat dissatisfied,2,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
50,Married,Female,9,35,$25 - $49,17.5,Standard,High school degree,5,No,5 to 15,Highly dissatisfied,2,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
43,Married,Female,17,106,$75+,52.2,Luxury,High school degree,23,No,More than 15,Somewhat satisfied,2,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
60,Unmarried,Female,25,293,$75+,74.4,Luxury,Some college,28,No,More than 15,Neutral,2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
44,Married,Female,16,43,$25 - $49,20.7,Standard,Some college,2,No,Less than 5,Highly dissatisfied,5,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
27,Unmarried,Male,3,28,$25 - $49,14,Economy,Some college,3,No,Less than 5,Somewhat dissatisfied,1,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
41,Unmarried,Male,15,114,$75+,58.1,Luxury,High school degree,14,No,5 to 15,Highly satisfied,1,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
38,Married,Female,5,57,$50 - $74,27.7,Standard,High school degree,18,No,More than 15,Somewhat satisfied,4,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
66,Unmarried,Female,29,19,Under $25,9.5,Economy,College degree,32,Yes,More than 15,Neutral,1,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
53,Unmarried,Male,5,47,$25 - $49,22.9,Standard,High school degree,12,No,5 to 15,Highly satisfied,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
55,Unmarried,Male,15,59,$50 - $74,29.6,Standard,High school degree,12,No,5 to 15,Neutral,3,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
53,Unmarried,Female,19,68,$50 - $74,33.9,Luxury,High school degree,22,No,More than 15,Highly satisfied,3,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
31,Unmarried,Female,3,53,$50 - $74,26.3,Standard,College degree,3,No,Less than 5,Somewhat satisfied,2,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
29,Unmarried,Male,6,37,$25 - $49,18.4,Standard,Some college,5,No,5 to 15,Somewhat dissatisfied,3,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No
50,Married,Female,6,42,$25 - $49,21.2,Standard,Some college,3,No,Less than 5,Somewhat dissatisfied,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
47,Married,Female,10,113,$75+,55.8,Luxury,High school degree,29,No,More than 15,Somewhat satisfied,4,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
42,Unmarried,Female,5,30,$25 - $49,15,Standard,Post-undergraduate degree,5,No,5 to 15,Highly dissatisfied,2,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
39,Unmarried,Male,20,105,$75+,51.7,Luxury,High school degree,15,No,More than 15,Somewhat satisfied,1,No,Yes,No,No,,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
28,Unmarried,Male,3,54,$50 - $74,26.3,Standard,Post-undergraduate degree,1,No,Less than 5,Highly dissatisfied,1,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
22,Married,Female,3,22,Under $25,11,Economy,High school degree,1,No,Less than 5,Highly dissatisfied,3,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
39,Married,Male,18,44,$25 - $49,22,Standard,High school degree,11,No,5 to 15,Highly satisfied,2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
62,Unmarried,Female,7,9,Under $25,4.3,Economy,High school degree,37,Yes,More than 15,Highly satisfied,1,No,No,Yes,No,,No,Yes,No,No,Yes,No,No,No,Yes,No
44,Unmarried,Male,10,63,$50 - $74,31.5,Luxury,College degree,8,No,5 to 15,Somewhat dissatisfied,3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
35,Married,Female,14,27,$25 - $49,13.7,Economy,Did not complete high school,10,No,5 to 15,Neutral,6,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
28,Unmarried,Female,3,17,Under $25,8.4,Economy,Some college,2,No,Less than 5,Neutral,1,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
36,Married,Male,17,41,$25 - $49,21.2,Standard,High school degree,11,No,5 to 15,Somewhat satisfied,3,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
50,Unmarried,Male,0,49,$25 - $49,24.7,Standard,High school degree,19,No,More than 15,Neutral,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
36,Unmarried,Female,1,46,$25 - $49,22.9,Standard,College degree,1,No,Less than 5,Somewhat dissatisfied,1,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
30,Unmarried,Male,11,37,$25 - $49,17.9,Standard,High school degree,10,No,5 to 15,Somewhat satisfied,1,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
55,Unmarried,Male,7,187,$75+,94.9,Luxury,High school degree,31,No,More than 15,Highly satisfied,1,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
29,Unmarried,Male,7,33,$25 - $49,16.8,Standard,Post-undergraduate degree,1,No,Less than 5,Highly dissatisfied,4,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
35,Unmarried,Male,10,35,$25 - $49,17.1,Standard,High school degree,14,No,5 to 15,Somewhat dissatisfied,1,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
48,Unmarried,Female,4,24,Under $25,12.3,Economy,College degree,14,No,5 to 15,Somewhat dissatisfied,1,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
31,Married,Female,12,38,$25 - $49,19,Standard,Did not complete high school,11,No,5 to 15,Neutral,2,No,No,Yes,No,,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
23,Married,Male,0,36,$25 - $49,17.7,Standard,College degree,0,No,Less than 5,Somewhat dissatisfied,5,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
60,Unmarried,Female,37,198,$75+,98.7,Luxury,High school degree,25,No,More than 15,Somewhat satisfied,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
26,Unmarried,Male,5,23,Under $25,11.7,Economy,Some college,2,No,Less than 5,Neutral,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
61,Unmarried,Male,33,14,Under $25,6.9,Economy,High school degree,16,Yes,More than 15,Somewhat dissatisfied,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
72,Married,Female,38,10,Under $25,4.9,Economy,Did not complete high school,1,Yes,Less than 5,Neutral,3,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
30,Unmarried,Female,3,47,$25 - $49,23.8,Standard,High school degree,9,No,5 to 15,Highly satisfied,1,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
42,Unmarried,Male,11,31,$25 - $49,15.5,Standard,High school degree,2,No,Less than 5,Somewhat satisfied,1,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
26,Married,Male,6,44,$25 - $49,21.3,Standard,College degree,0,No,Less than 5,Somewhat dissatisfied,3,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
52,Married,Male,7,40,$25 - $49,20.1,Standard,Some college,9,No,5 to 15,Neutral,3,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
40,Unmarried,Female,6,67,$50 - $74,33.6,Luxury,Did not complete high school,20,No,More than 15,Somewhat satisfied,1,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
24,Unmarried,Male,0,23,Under $25,11.2,Economy,Did not complete high school,3,No,Less than 5,Somewhat satisfied,5,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
35,Married,Male,16,108,$75+,52.3,Luxury,College degree,3,No,Less than 5,Highly dissatisfied,4,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
24,Unmarried,Female,4,19,Under $25,9.4,Economy,College degree,1,No,Less than 5,Neutral,2,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
66,Unmarried,Female,35,14,Under $25,7,Economy,High school degree,11,Yes,5 to 15,Highly satisfied,1,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
48,Unmarried,Female,6,73,$50 - $74,36.8,Luxury,Some college,2,No,Less than 5,Neutral,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
48,Unmarried,Male,27,38,$25 - $49,18.7,Standard,Some college,3,No,Less than 5,Somewhat satisfied,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
40,Married,Male,2,18,Under $25,9,Economy,High school degree,4,No,Less than 5,Highly satisfied,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
45,Unmarried,Male,26,63,$50 - $74,30.3,Luxury,Post-undergraduate degree,4,No,Less than 5,Somewhat dissatisfied,1,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
61,Unmarried,Female,38,489,$75+,77.1,Luxury,High school degree,39,No,More than 15,Neutral,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
30,Married,Male,10,36,$25 - $49,17.8,Standard,College degree,1,No,Less than 5,Somewhat satisfied,3,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
44,Unmarried,Female,24,27,$25 - $49,13.9,Economy,Some college,0,No,Less than 5,Highly dissatisfied,1,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
55,Married,Female,10,159,$75+,79.7,Luxury,High school degree,29,No,More than 15,Somewhat satisfied,2,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
32,Married,Male,6,33,$25 - $49,16.4,Standard,High school degree,1,No,Less than 5,Somewhat dissatisfied,4,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
38,Married,Male,4,33,$25 - $49,16.7,Standard,High school degree,12,No,5 to 15,Highly satisfied,4,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
35,Married,Male,10,34,$25 - $49,16.8,Standard,College degree,1,No,Less than 5,Somewhat satisfied,6,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
56,Unmarried,Male,7,35,$25 - $49,17.8,Standard,High school degree,6,No,5 to 15,Neutral,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
20,Married,Female,0,25,$25 - $49,12.7,Economy,Did not complete high school,3,No,Less than 5,Somewhat satisfied,6,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
43,Married,Female,10,112,$75+,55.6,Luxury,High school degree,20,No,More than 15,Neutral,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
43,Unmarried,Female,13,73,$50 - $74,36.3,Luxury,High school degree,19,No,More than 15,Neutral,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
35,Unmarried,Male,6,100,$75+,50.3,Luxury,High school degree,13,No,5 to 15,Somewhat satisfied,1,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes
62,Married,Male,30,98,$75+,49.9,Luxury,Did not complete high school,29,Yes,More than 15,Highly satisfied,2,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
48,Married,Female,11,121,$75+,59.6,Luxury,College degree,22,No,More than 15,Highly satisfied,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
38,Married,Male,12,22,Under $25,10.5,Economy,Some college,11,No,5 to 15,Somewhat dissatisfied,2,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
31,Unmarried,Female,10,31,$25 - $49,15.4,Standard,Did not complete high school,7,No,5 to 15,Neutral,1,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes
37,Married,Female,16,23,Under $25,11.6,Economy,College degree,7,No,5 to 15,Somewhat satisfied,2,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
49,Unmarried,Female,20,169,$75+,84.8,Luxury,Some college,27,No,More than 15,Highly satisfied,1,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
35,Unmarried,Male,15,22,Under $25,11,Economy,High school degree,2,No,Less than 5,Neutral,1,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
53,Married,Female,6,181,$75+,89.9,Luxury,Did not complete high school,32,No,More than 15,Highly satisfied,4,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
69,Married,Male,37,9,Under $25,4.5,Economy,Did not complete high school,3,Yes,Less than 5,Highly satisfied,2,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No
49,Married,Male,2,103,$75+,50.8,Luxury,Did not complete high school,21,No,More than 15,Neutral,2,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
58,Unmarried,Male,1,12,Under $25,5.8,Economy,High school degree,0,Yes,Less than 5,Somewhat dissatisfied,1,No,No,No,No,,No,No,Yes,No,Yes,No,No,No,No,No
27,Married,Female,0,32,$25 - $49,15.7,Standard,College degree,2,No,Less than 5,Somewhat satisfied,3,Yes,No,Yes,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
51,Married,Male,14,68,$50 - $74,33,Luxury,Some college,26,No,More than 15,Highly satisfied,2,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
53,Married,Male,20,184,$75+,90.4,Luxury,High school degree,33,No,More than 15,Highly dissatisfied,2,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
53,Unmarried,Male,3,52,$50 - $74,25.2,Standard,High school degree,13,No,5 to 15,Somewhat satisfied,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
40,Married,Male,4,21,Under $25,10.2,Economy,High school degree,0,No,Less than 5,Somewhat dissatisfied,2,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
30,Married,Female,5,18,Under $25,9.1,Economy,Some college,0,No,Less than 5,Neutral,4,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
54,Married,Male,26,480,$75+,75.9,Luxury,Some college,33,No,More than 15,Highly satisfied,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
36,Married,Female,6,51,$50 - $74,24.9,Standard,High school degree,16,No,More than 15,Neutral,4,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
26,Unmarried,Female,3,21,Under $25,10.6,Economy,High school degree,4,No,Less than 5,Somewhat satisfied,4,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
38,Unmarried,Female,12,49,$25 - $49,24.6,Standard,Did not complete high school,10,No,5 to 15,Highly dissatisfied,2,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
55,Unmarried,Female,10,14,Under $25,6.8,Economy,Did not complete high school,1,No,Less than 5,Highly dissatisfied,1,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
37,Married,Female,9,61,$50 - $74,31.7,Luxury,Did not complete high school,19,No,More than 15,Highly satisfied,2,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
31,Unmarried,Male,5,24,Under $25,11.3,Economy,College degree,5,No,5 to 15,Highly satisfied,4,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
38,Married,Male,6,27,$25 - $49,13.2,Economy,Post-undergraduate degree,5,No,5 to 15,Somewhat satisfied,2,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
39,Married,Male,6,139,$75+,69.9,Luxury,College degree,10,No,5 to 15,Highly satisfied,4,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
62,Married,Female,19,10,Under $25,5,Economy,High school degree,1,Yes,Less than 5,Somewhat satisfied,2,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No
55,Unmarried,Female,36,151,$75+,75.9,Luxury,High school degree,24,No,More than 15,Neutral,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
47,Unmarried,Male,17,68,$50 - $74,34,Luxury,College degree,7,No,5 to 15,Somewhat dissatisfied,1,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
43,Unmarried,Male,5,132,$75+,66.2,Luxury,High school degree,15,No,More than 15,Neutral,1,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
32,Unmarried,Male,9,37,$25 - $49,18.6,Standard,College degree,2,No,Less than 5,Highly dissatisfied,1,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No
33,Unmarried,Male,3,99,$75+,49.7,Luxury,High school degree,12,No,5 to 15,Highly satisfied,1,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
38,Married,Female,6,73,$50 - $74,37.4,Luxury,High school degree,9,No,5 to 15,Highly satisfied,5,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
31,Married,Male,9,36,$25 - $49,17.9,Standard,High school degree,11,No,5 to 15,Somewhat satisfied,2,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes
31,Unmarried,Female,3,38,$25 - $49,18.7,Standard,College degree,3,No,Less than 5,Somewhat dissatisfied,1,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
43,Unmarried,Female,3,72,$50 - $74,35.5,Luxury,College degree,12,No,5 to 15,Highly satisfied,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
67,Unmarried,Male,29,32,$25 - $49,15.7,Standard,Did not complete high school,6,No,5 to 15,Highly satisfied,2,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
34,Married,Female,15,35,$25 - $49,17.5,Standard,Some college,3,No,Less than 5,Highly dissatisfied,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
43,Unmarried,Male,7,35,$25 - $49,17.7,Standard,Some college,9,No,5 to 15,Highly dissatisfied,2,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
24,Married,Female,0,29,$25 - $49,14.7,Economy,College degree,0,No,Less than 5,Highly dissatisfied,4,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
45,Unmarried,Female,5,48,$25 - $49,24,Standard,Some college,14,No,5 to 15,Somewhat satisfied,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
27,Married,Male,8,36,$25 - $49,17.8,Standard,College degree,0,No,Less than 5,Highly dissatisfied,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
47,Unmarried,Male,22,46,$25 - $49,22.6,Standard,Did not complete high school,14,No,5 to 15,Neutral,1,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
44,Married,Female,15,38,$25 - $49,19.1,Standard,Some college,8,No,5 to 15,Neutral,4,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
51,Unmarried,Female,25,134,$75+,68,Luxury,College degree,8,No,5 to 15,Highly satisfied,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
60,Married,Female,35,63,$50 - $74,30.8,Luxury,Did not complete high school,31,No,More than 15,Highly satisfied,2,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
25,Married,Male,6,22,Under $25,10.7,Economy,High school degree,6,No,5 to 15,Somewhat dissatisfied,5,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
58,Unmarried,Female,38,15,Under $25,7.6,Economy,College degree,5,Yes,5 to 15,Highly dissatisfied,1,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
23,Married,Female,0,25,$25 - $49,12.9,Economy,High school degree,5,No,5 to 15,Highly dissatisfied,4,No,No,No,Yes,,Yes,No,Yes,Yes,Yes,No,No,No,No,No
48,Married,Male,16,30,$25 - $49,15.1,Standard,Did not complete high school,2,No,Less than 5,Highly dissatisfied,3,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
49,Married,Male,3,50,$50 - $74,24.4,Standard,High school degree,2,No,Less than 5,Somewhat satisfied,4,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
50,Married,Male,16,37,$25 - $49,18.1,Standard,Some college,3,No,Less than 5,Somewhat satisfied,2,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
40,Married,Male,0,72,$50 - $74,35.1,Luxury,High school degree,14,No,5 to 15,Somewhat satisfied,2,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
31,Unmarried,Male,8,39,$25 - $49,19.4,Standard,High school degree,4,No,Less than 5,Highly satisfied,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
35,Unmarried,Male,7,21,Under $25,10.6,Economy,College degree,0,No,Less than 5,Highly dissatisfied,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
54,Married,Female,9,33,$25 - $49,15.9,Standard,Did not complete high school,16,No,More than 15,Somewhat satisfied,2,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
60,Married,Male,31,224,$75+,75.6,Luxury,High school degree,29,No,More than 15,Somewhat satisfied,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
47,Married,Male,8,54,$50 - $74,27.1,Standard,High school degree,11,No,5 to 15,Neutral,3,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
44,Married,Male,25,168,$75+,85.6,Luxury,College degree,16,No,More than 15,Somewhat satisfied,3,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
33,Unmarried,Female,1,32,$25 - $49,16.1,Standard,Some college,4,No,Less than 5,Neutral,1,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No
